"リソース","ラベル原文","タイプ","解説原文","日本語ラベル(人訳)","解説文(人訳)","文献1","文献2","文献3","通番","Score_1","Reason_1","Score_2","Reason_2","Score_3","Reason_3","Score_4","Reason_4","Score_5","Reason_5","Score_6","Reason_6","Score_7","Reason_7","Score_8","Reason_8"
"http://vocab.getty.edu/aat/300152044","bulls (papal records)","<church records by form or function>, church records, <records by provenance>, records (documents), <documents by function>, document genres, information forms (objects), Information Forms (hierarchy name), Visual and Verbal Communication (hierarchy name), Objects Facet","Particular types of formal documents issued by the pope and sealed with a bulla (a round, usually leaden seal) or sealed with a red-ink imprint of the device on the bulla. Papal bulls were originally issued by the pope for many kinds of public communication, but since the 15th century have been reserved only for particular types of solemn written communication in which the pope refers to himself as ""episcopus servus servorum Dei,"" meaning ""Bishop, Servant of the Servants of God."" Scholars may use the term to describe any elaborate historical papal document issued in the form of a decree, privilege, and sometimes in the form of a letter. ","教皇教書、大勅書","教皇によって発行され、ブルラ（丸い、通常は鉛製の封印）で封印された特定の種類の正式な文書、またはブルラの装置の赤インクの押印で封印された文書。教皇勅令（パパル・ブル）は元々、さまざまな種類の公共の通信のために教皇によって発行されていましたが、15世紀以降は、教皇が自らを「episcopus servus servorum Dei」（神のしもべのしもべである司教）として言及する特定の種類の正式な書面による通信にのみ使用されるようになりました。学者たちは、この用語を、勅令、特権、時には書簡の形式で発行された、 精緻な歴史的な教皇文書を説明するために使用することがある。","小学館 ランダムハウス英和大辞典","プログレッシブ英和中辞典","英辞郎on the WEB",1825,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300027978","burial registers","<church records by form or function>, church records, <records by provenance>, records (documents), <documents by function>, document genres, information forms (objects), Information Forms (hierarchy name), Visual and Verbal Communication (hierarchy name), Objects Facet","Lists of dates and locations of burials within a church, convent, or other institution.","埋葬簿","教会、修道院、またはその他の施設内での埋葬の日付と場所を記録した一覧表。","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%9F%8B%E8%91%AC%E7%B0%BF&lid=102007404300","英辞郎on the WEB
https://eow.alc.co.jp/search?q=burial+register#resultsList-section","https://historicpittsburgh.org/
https://historicpittsburgh.org/islandora/object/pitt:31735064528957",1826,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300026461","christening books","<church records by form or function>, church records, <records by provenance>, records (documents), <documents by function>, document genres, information forms (objects), Information Forms (hierarchy name), Visual and Verbal Communication (hierarchy name), Objects Facet","Books containing records of naming ceremonies within a community, usually a church group. These also serve as civic documents, recording approximate dates of birth and names of newborns, parents, and sponsors in the community.","命名書","教会グループ内のコミュニティで行われた命名式の記録を含む書籍。これらは市民的な文書としても機能し、地域内の新生児、親、世話役のおおよその誕生日と名前などが記録されている。","CiiNi
https://cir.nii.ac.jp/crid/1520291855966270976","CiiNi
https://cir.nii.ac.jp/crid/1520291855373281280","CiiNi
https://cir.nii.ac.jp/crid/1574231877584333056",1827,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300152022","papal briefs","<church records by form or function>, church records, <records by provenance>, records (documents), <documents by function>, document genres, information forms (objects), Information Forms (hierarchy name), Visual and Verbal Communication (hierarchy name), Objects Facet","Documents issued by the pope to a religious community or individual on matters of discipline.","教皇書簡, 小勅書","教皇が宗教共同体や個人に対して、規律に関する事項で発行する文書。","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%95%99%E7%9A%87%E6%9B%B8%E7%B0%A1&lid=40010RH008397000","ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%95%99%E7%9A%87%E6%9B%B8%E7%B0%A1&lid=42200SRFJ04780000","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%95%99%E7%9A%87%E6%9B%B8%E7%B0%A1&lid=40300SPED080270",1831,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300010441","ball clay","<clay by composition or origin>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","A kind of ceramic clay of exceptionally small particle size and, consequently, very good plasticity. Used to impart plasticity to other clay bodies.","ボールクレー","陶土の一種で、粒子が非常に小さく、そのため可塑性に富む。他の粘土体に可塑性を付与するために使用される。","小学館 ランダムハウス英和大辞典","理化学英和辞典","医学英和辞典",1839,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300210312","fuller's earth","<clay by composition or origin>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Clay possessing a high absorptive capacity; it is extensively used as an absorbent in refining and decolorizing oil and fat.","フラー土","高い吸収能力を持つ粘土で、油や脂肪の精製および脱色において吸着剤として広く使用されている。","ジャパンナレッジ[医学英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%95%E3%83%A9%E3%83%BC%E5%9C%9F&lid=40110F038900","ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%95%E3%83%A9%E3%83%BC%E5%9C%9F&lid=42200SRFJ36689000","ジャパンナレッジ[ポケットプログレッシブ仏和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%95%E3%83%A9%E3%83%BC%E5%9C%9F&lid=42250PPFJ21953000",1842,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300010445","kaolin","<clay by composition or origin>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Hydrated aluminum silicate clay. It is used for making porcelain for china and chemical porcelain for valves, tubes, and fittings, as a pigment and filler in paint and plastic, an abrasive powder, and in paper to yield a glossy surface.","カオリン、陶土、高陵石","水酸化アルミニウム珪酸塩粘土。陶磁器やバルブ・チューブ・継手などの化学磁器、塗料やプラスチックの顔料・充填剤、研磨粉、表面に光沢を出すための紙などに使用される。","小学館 ランダムハウス英和大辞典","理化学英和辞典","医学英和辞典",1843,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300010449","malm","<clay by composition or origin>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","A light clayey soil containing chalk or an artificial mixture of clay and chalk used in the manufacture of bricks.","白亜土、白色粘土","石灰岩を含む軽い粘土質土壌、または粘土と石灰岩の人工的な混合物で、レンガの製造に使用される。","小学館 ランダムハウス英和大辞典","プログレッシブ英和中辞典","英辞郎 on the WEB",1844,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300010451","marl","<clay by composition or origin>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Calcareous clay containing up to 40% calcium carbonate.","泥灰土、マール","最大40%の炭酸カルシウムを含む石灰質粘土。","小学館 ランダムハウス英和大辞典","プログレッシブ英和中辞典","SPED理工系英和辞典",1845,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300180681","pipe clay","<clay by composition or origin>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","A type of fine white clay used to make tobacco pipes and fine earthenwares.","パイプ白土","タバコのパイプや高級陶磁器に使われる、きめの細かい白色粘土の一種。","小学館 ランダムハウス英和大辞典","プログレッシブ英和中辞典","英辞郎 on the WEB",1846,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300014780","pozzolana (clay)","<clay by composition or origin>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","A rosy red volcanic clay that has been used as a pigment and a component in cement; pozzolana itself possesses little or no cementitious value, but in finely divided form and in the presence of moisture, it will chemically react with calcium hydroxide at ordinary temperatures to form compounds possessing cementitious properties. Pozzolana is mined at Pozzuoli near Naples, Italy. It has been used since ancient times by the Romans.","ポゾラン","顔料やセメントの成分として使用されてきたバラ色の火山性粘土。ポゾラナ自体はほとんどセメント性を持たないが、細かく砕いた状態で水分があると、常温で水酸化カルシウムと化学反応を起こし、セメント性のある化合物を形成する。ポッツォラーナは、イタリアのナポリ近郊にあるポッツオーリで採掘される。ポッツォラーナは、古代ローマ時代から使用されていた。","小学館 ランダムハウス英和大辞典","プログレッシブ英和中辞典","理化学英和辞典",1847,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300010459","slip (clay)","<clay by composition or origin>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Fine clay which, when mixed with water, results in a fluid with a creamlike consistency, used in casting, glazing, decorating, and repairing ceramic wares; in its natural state, it contains sufficient flux to be used for glazing and decorating without the need of additives. For ceramic glaze with a high content of slip, use ""slip glaze.""","スリップ、泥漿、液状粘土","微細な粘土で、水と混ぜるとクリーム状の液体になり、陶磁器の鋳造、施釉、装飾、補修に用いられる。スリップを多く含む陶磁器釉薬は、""スリップグレーズ ""と呼ばれる。","小学館 ランダムハウス英和大辞典","プログレッシブ英和中辞典","理化学英和辞典",1848,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300230251","bole (clay)","<clay by function>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Soft, unctuous clays of various colors, used as pigments and in the ground for gold leaf.","ボール、膠塊粘土","顔料や金箔の下地として使われる、さまざまな色の軟らかい粘土。","小学館 ランダムハウス英和大辞典","医学英和辞典","プログレッシブ英和中辞典",1851,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300010453","potter's clay","<clay by function>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Native clay selected for its fineness, plasticity, absorbency, and other qualities that suit it to various ceramic uses.","陶土、陶磁器用粘土","きめ細かさ、可塑性、吸水性など、さまざまな陶磁器の用途に適した性質を持つ原土を選択したもの。","小学館 ランダムハウス英和大辞典","プログレッシブ英和中辞典","weblio英和辞典・和英辞典",1852,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300010463","brick (clay material)","<clay by product>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Clay or clay products formed into a rectangular block and hardened by drying in the sun or firing in a kiln.","レンガ","粘土または粘土製品を長方形のブロック状に成形し、天日乾燥または窯で焼成して固めたもの。","小学館 ランダムハウス英和大辞典","プログレッシブ英和中辞典","世界大百科事典",1853,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300264869","grog","<clay by product>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Refers to prevously burnt, finely ground pottery that is added to terracotta clay in order to open the pores.","グロッグ, シャモット","一度焼成された陶器を細かく砕いたもので、テラコッタ粘土に混ぜることで粘土の通気性（気孔性）を高めるために使用される。","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%B0%E3%83%AD%E3%83%83%E3%82%B0&lid=40010RH075461000","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%B7%E3%83%A3%E3%83%A2%E3%83%83%E3%83%88&lid=2001008539700","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%B7%E3%83%A3%E3%83%A2%E3%83%83%E3%83%88&lid=200201feb53a569ex8ES",1855,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300010669","terracotta (clay material)","<clay by product>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","A baked or semi-fired material that is usually a mixture of clay, grog, and water; it has been used for pottery, statuettes, lamps, roof tiles, and cornices since ancient times. It may be glazed prior to firing. To produce an item, terracotta is molded or shaped, dried for several days then fired to at least 600 C. It is fireproof, lighter in weight than stone, and usually brownish red in color.","テラコッタ","粘土、グロッグ、水を混ぜて焼成または半焼成したもので、古代から陶器、彫像、ランプ、瓦、コーニスなどに用いられてきた。焼成前に釉薬がかけられることもある。型に入れて数日間乾燥させた後、600℃以上で焼成される。耐火性があり、石よりも軽く、通常は茶色がかった赤色をしている。","小学館 伊和中辞典","デジタル大辞泉","日本大百科全書（ニッポニカ）",1856,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300010630","torchis","<clay by product>, clay, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Clay amalgamated with straw or pebbles to make an impasto that is used in building, particularly primitive domestic architecture.","荒壁土","粘土を藁や小石と混ぜて漆喰にしたもので、建築、特に原始的な家庭建築に使われる。","小学館 ロベール仏和大辞典","ポケットプログレッシブ仏和辞典","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%8D%92%E5%A3%81%E5%9C%9F&lid=1001000052490",1857,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300195803","balance springs","<clock and watch components>, timepiece components, measuring device components, <components by specific context>, components (objects parts), Components (hierarchy name), Objects Facet","Coiled springs that determine the time of vibration of balance wheels, with which they work to regulate the progress of the hands on timepieces.","ひげぜんまい","テンプの振動時間を決めるコイル状のバネで、時計の針の進み具合を調整する。","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%B2%E3%81%92%E3%81%9C%E3%82%93%E3%81%BE%E3%81%84&lid=20020382a40aUdMjgcz0","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%B2%E3%81%92%E3%81%9C%E3%82%93%E3%81%BE%E3%81%84&lid=2001015398000","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=balance+spring&lid=40010RH077044000",1859,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300202351","balance wheels","<clock and watch components>, timepiece components, measuring device components, <components by specific context>, components (objects parts), Components (hierarchy name), Objects Facet","Wheels that oscillate against the tension of balance springs to regulate the beats of clocks or watches.","てん輪","ヒゲゼンマイの張力に抗して振動する歯車で、時計や腕時計の拍動を調整する。","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%A6%E3%82%93%E8%BC%AA&lid=102005257300","ジャパンナレッジ[プログレッシブ英和中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%A6%E3%82%93%E8%BC%AA&lid=40020PEJ0060100","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%A6%E3%82%93%E8%BC%AA&lid=40010RH013273000",1860,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300197651","escape wheels","<clock and watch components>, timepiece components, measuring device components, <components by specific context>, components (objects parts), Components (hierarchy name), Objects Facet","Final wheels in the going trains of timepieces which interact directly with the escapement.","がんぎ車","脱進機と直接連動する時計の輪列の最終歯車。","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%8C%E3%82%93%E3%81%8E%E8%BB%8A&lid=40010RH058779000","ジャパンナレッジ[プログレッシブ英和中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%8C%E3%82%93%E3%81%8E%E8%BB%8A&lid=40020PEJ0272430","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%8C%E3%82%93%E3%81%8E%E8%BB%8A&lid=1001000170005",1863,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300197627","escapements","<clock and watch components>, timepiece components, measuring device components, <components by specific context>, components (objects parts), Components (hierarchy name), Objects Facet","Mechanisms in clocks and watches that measure beats and control the speed of the going trains thus controling the indication of the passage of time.","脱進機, エスケープメント","時計および腕時計の機構で、拍動を測定し、進む列車の速度を制御することにより、時間の経過を示す表示を制御する。","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%84%B1%E9%80%B2%E6%A9%9F&lid=102004551500","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%84%B1%E9%80%B2%E6%A9%9F&lid=1001081306024002926","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%84%B1%E9%80%B2%E6%A9%9F&lid=40010RH058770000",1864,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300197653","fusees","<clock and watch components>, timepiece components, measuring device components, <components by specific context>, components (objects parts), Components (hierarchy name), Objects Facet","Spirally grooved, conical pulley and chain arrangements in timepieces designed to counteract the diminishing power of uncoiling mainsprings.","フュジー、鎖引き","螺旋状に溝が刻まれた円錐形のプーリーとチェーンの配置で、ゼンマイの巻き上げ力が弱まるのを防ぐために設計された時計。","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%8E%96%E5%BC%95%E3%81%8D&lid=40010RH069030000","ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%8E%96%E5%BC%95%E3%81%8D&lid=42200SRFJ37563000","ジャパンナレッジ[ビジネス技術実用英語大辞典V6]
https://japanknowledge.com/psnl/display/?ph=1&kw=fusee&lid=40150E009913",1865,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300205435","watchcases","<clock and watch components>, timepiece components, measuring device components, <components by specific context>, components (objects parts), Components (hierarchy name), Objects Facet","The cases or outer coverings for the works of watches.","ウォッチケース","時計のケースまたは外装。","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81%E3%82%B1%E3%83%BC%E3%82%B9&lid=40010RH192413000","ジャパンナレッジ[プログレッシブ英和中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=watchcase&lid=40020PEJ0880480","ジャパンナレッジ[プログレッシブ英和中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=watchcase&lid=40030PJE3104100",1871,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300041585","table clocks","<clocks by form>, clocks, <timepieces by form>, timepieces, <measuring devices for extent>, measuring devices (instruments), Measuring Devices (hierarchy name), Furnishings and Equipment (hierarchy name), Objects Facet","Clocks of various designs, made to stand on tables. Known since the early 15th century, especially in Germany. Examples are spring-driven clocks in gilt metal cases of the 16th and 17th centuries.","置時計","テーブルの上に置くために作られたさまざまなデザインの時計。15世紀初頭から、特にドイツで知られている。例えば、16世紀と17世紀の金色の金属ケースに入ったゼンマイ仕掛けの時計である。","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%BD%AE%E6%99%82%E8%A8%88&lid=200200967da5C9rUID1e","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%BD%AE%E6%99%82%E8%A8%88&lid=2001002301000","ジャパンナレッジ[プログレッシブ和英中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%BD%AE%E6%99%82%E8%A8%88&lid=40020PEJ0154740",1884,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300205396","tower clocks (clocks)","<clocks by form>, clocks, <timepieces by form>, timepieces, <measuring devices for extent>, measuring devices (instruments), Measuring Devices (hierarchy name), Furnishings and Equipment (hierarchy name), Objects Facet","Large clocks placed in towers, turrets, or in other prominent locations on public buildings. Usually the dials are set at a distance from the movements.","時計台、時計塔","塔や櫓など、公共の建物の目立つ場所に設置された大きな時計。通常、文字盤はムーブメントから離れた場所に設置されている。","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%99%82%E8%A8%88%E5%8F%B0&lid=2001013283200","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%99%82%E8%A8%88%E5%8F%B0&lid=20020305b45amW2ZGpiJ","ジャパンナレッジ[プログレッシブ和英中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%99%82%E8%A8%88%E5%8F%B0&lid=40030PJE3104100#CP00020",1885,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300041592","wall clocks","<clocks by form>, clocks, <timepieces by form>, timepieces, <measuring devices for extent>, measuring devices (instruments), Measuring Devices (hierarchy name), Furnishings and Equipment (hierarchy name), Objects Facet","Clocks designed to be mounted on walls.","壁掛け時計","壁に取り付けるようにデザインされた時計。","ジャパンナレッジ[小学館 オックスフォード 英語コロケーション辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%A3%81%E6%8E%9B%E3%81%91%E6%99%82%E8%A8%88&lid=40090SOCD037000","ジャパンナレッジ[小学館 オックスフォード 英語コロケーション辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%A3%81%E6%8E%9B%E3%81%91%E6%99%82%E8%A8%88&lid=40090SOCD238400","ジャパンナレッジ[小学館 西和中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%A3%81%E6%8E%9B%E3%81%91%E6%99%82%E8%A8%88&lid=42320SSJ05181200",1886,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300195766","alarm clocks","<clocks by function>, clocks, <timepieces by form>, timepieces, <measuring devices for extent>, measuring devices (instruments), Measuring Devices (hierarchy name), Furnishings and Equipment (hierarchy name), Objects Facet","Clocks with a bell or buzzer that can be set to sound at a particular time, as to awaken someone.","アラーム時計","誰かを目覚めさせるために、特定の時刻にベルやブザーが鳴るように設定できる時計。","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%9B%AE%E8%A6%9A%E3%81%BE%E3%81%97%E6%99%82%E8%A8%88&lid=2001018091600","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%9B%AE%E8%A6%9A%E3%81%BE%E3%81%97%E6%99%82%E8%A8%88&lid=2002041dd29bttmKfD1G","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%9B%AE%E8%A6%9A%E3%81%BE%E3%81%97%E6%99%82%E8%A8%88&lid=40010RH004077000",1887,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300195791","astronomical clocks","<clocks by function>, clocks, <timepieces by form>, timepieces, <measuring devices for extent>, measuring devices (instruments), Measuring Devices (hierarchy name), Furnishings and Equipment (hierarchy name), Objects Facet","Clocks that display astronomical phenomena, such as the phases of the moon, or clocks that show sidereal time.","天文時計","月の満ち欠けなどの天文現象、あるいは恒星時を示す時計のこと。","小学館　ランダムハウス英和大辞典","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%A4%A9%E6%96%87%E6%99%82%E8%A8%88&lid=1001000162109","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E5%A4%A9%E6%96%87%E6%99%82%E8%A8%88&lid=2001012949900",1888,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300195903","carriage clocks","<clocks by function>, clocks, <timepieces by form>, timepieces, <measuring devices for extent>, measuring devices (instruments), Measuring Devices (hierarchy name), Furnishings and Equipment (hierarchy name), Objects Facet","Small, portable clocks introduced in the 16th century for use when traveling; usually set in a brass, rectangular case with glass-paneled sides and having a hinged handle on top.","旅行用時計","16 世紀に旅行時に使用するために発明された小型の携帯用時計。通常、真鍮製の長方形のケースに入れられ、側面はガラスパネルで覆われ、上部にはヒンジ付きのハンドルが付いている。","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%97%85%E8%A1%8C%E7%94%A8%E6%99%82%E8%A8%88&lid=40010RH028297000","ジャパンナレッジ[小学館 オックスフォード 英語コロケーション辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%97%85%E8%A1%8C%E7%94%A8%E6%99%82%E8%A8%88&lid=40090SOCD037000","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%97%85%E8%A1%8C%E7%94%A8%E6%99%82%E8%A8%88&lid=40010RH181343000",1890,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300197662","regulators (clocks)","<clocks by function>, clocks, <timepieces by form>, timepieces, <measuring devices for extent>, measuring devices (instruments), Measuring Devices (hierarchy name), Furnishings and Equipment (hierarchy name), Objects Facet","Clocks of great accuracy containing a deadbeat escapement and temperature-compensated pendulum used for the regulation of other timepieces; usually tall case clocks in form.","標準時計","デッドビート脱進機および温度補正振り子を備えた精度の高い時計で、他の時計の調整に使用される。通常はトールケースの形をした時計である。","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%A8%99%E6%BA%96%E6%99%82%E8%A8%88&lid=102006301000","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%A8%99%E6%BA%96%E6%99%82%E8%A8%88&lid=2002039701abBgyaj3Oy","ジャパンナレッジ[プログレッシブ英和中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=regulator&lid=40020PEJ0664630",1893,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300411456","striking clocks","<clocks by function>, clocks, <timepieces by form>, timepieces, <measuring devices for extent>, measuring devices (instruments), Measuring Devices (hierarchy name), Furnishings and Equipment (hierarchy name), Objects Facet","Clocks that designate periods of time audibly by using a striking mechanism on a bell or gong. If the sounds are musical, prefer ""chiming clocks.""","ぼんぼん時計","鐘や銅鑼の打つ機構を使って、音で時間を指定する時計。音楽的な音であれば、「チャイム時計」の方が好みである。","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%BC%E3%82%93%E3%81%BC%E3%82%93%E6%99%82%E8%A8%88&lid=2001017173300","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%BC%E3%82%93%E3%81%BC%E3%82%93%E6%99%82%E8%A8%88&lid=200203e7a633Rt8W8c3x","ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%81%BC%E3%82%93%E3%81%BC%E3%82%93%E6%99%82%E8%A8%88&lid=40010RH169748000",1895,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300411539","electric clocks","<clocks by movement>, clocks, <timepieces by form>, timepieces, <measuring devices for extent>, measuring devices (instruments), Measuring Devices (hierarchy name), Furnishings and Equipment (hierarchy name), Objects Facet","Clocks that are powered by electricity, or that are synchronized with a mother clock.","電気時計","電気で動く時計、またはマザークロックと同期する時計。","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%9B%BB%E6%B0%97%E6%99%82%E8%A8%88&lid=1001000161538","ジャパンナレッジ[デジタル大辞泉]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%9B%BB%E6%B0%97%E6%99%82%E8%A8%88&lid=2001012843400","ジャパンナレッジ[日本国語大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%9B%BB%E6%B0%97%E6%99%82%E8%A8%88&lid=200202ecab1c37p4E60B",1896,,,,,,,,,,,,,,,,
