リソース,ラベル原文,タイプ,解説原文,日本語ラベル(人訳),解説文(人訳),文献1,文献2,文献3,通番,Score_1,Reason_1,Score_2,Reason_2,Score_3,Reason_3,Score_4,Reason_4,Score_5,Reason_5,Score_6,Reason_6,Score_7,Reason_7
http://vocab.getty.edu/aat/300010748,lime concrete,"<concrete by composition or origin>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","A concrete made from a mixture of lime, sand, and gravel, widely used before the lime matrix was replaced by portland cement.",石灰コンクリート,石灰、砂、砂利の混合物から作られるコンクリートで、石灰マトリックスがポルトランドセメントに取って代わられる以前は広く使われていた。,"ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%9F%B3%E7%81%B0%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=1001000032111","Cinii
https://cir.nii.ac.jp/crid/1390014128337463552","Cinii
https://cir.nii.ac.jp/crid/1390282679303697664",2127,5.0,「解説文（人訳・修正）」は「解説文（英語）」の内容を正確に反映しており、情報の抜けはありません。石灰、砂、砂利の混合物から作られるコンクリートであることや、ポルトランドセメントに取って代わられたことが明確に記述されています。,4.0,「解説文（人訳・修正）」は自然な日本語で書かれていますが、「石灰マトリックスがポルトランドセメントに取って代わられる以前は」という部分が少し堅い表現に感じられます。「石灰マトリックスがポルトランドセメントに取って代わられる前は」とすることで、より自然な流れになるでしょう。,5.0,「解説文（英語）」は、石灰コンクリートの構成要素とその歴史的背景を簡潔に説明しており、対象を理解するために十分な情報を提供しています。,5.0,「解説文（英語）」では、石灰コンクリートの成分（石灰、砂、砂利）や、ポルトランドセメントとの関係について言及されており、建築材料や土木工学に関連する専門知識が適切に用いられています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、元の英語の解説と一致しています。石灰コンクリートの定義や歴史的背景も正確です。,5.0,元ラベル「lime concrete」と日本語ラベル「石灰コンクリート」は同じ対象を指しており、ズレや曖昧性はありません。両者は同じ建材を示しています。,5.0,「日本語ラベル（人訳）」の「石灰コンクリート」は、建築や土木の分野で一般的に使用される用語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300010749,polymer-impregnated concrete,"<concrete by composition or origin>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Concrete in which an organic polymer serves as the binder.,ポリマー含浸コンクリート,有機ポリマーが結合材となるコンクリート。,"ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%9D%E3%83%AA%E3%83%9E%E3%83%BC%E5%90%AB%E6%B5%B8%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40300SPED478560","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%83%9D%E3%83%AA%E3%83%9E%E3%83%BC%E5%90%AB%E6%B5%B8%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40300SPED478600","Cinii
https://cir.nii.ac.jp/crid/1390294113692218752",2128,5.0,「解説文（英語）」に含まれる情報が全て「解説文（人訳・修正）」に反映されており、抜け落ちている情報はありません。,4.0,「有機ポリマーが結合材となるコンクリート」という表現は自然ですが、もう少し流暢にするために「有機ポリマーを結合材とするコンクリート」とすることも可能です。,4.0,「解説文（英語）」は基本的な情報を提供していますが、ポリマー含浸コンクリートの特性や用途についての詳細が不足しているため、十分な説明とは言えません。,4.0,有機ポリマーとコンクリートの結合に関する専門知識が適切に用いられていますが、ポリマーの種類やその影響についての情報があれば、さらに良い説明となるでしょう。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、正確な情報が提供されています。,5.0,元ラベルと日本語ラベルは同じ対象を指しており、ズレや曖昧性はありません。,5.0,「ポリマー含浸コンクリート」という用語は、建設や材料工学の分野で一般的に使用されている訳語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300010753,rubble concrete,"<concrete by composition or origin>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Form of concrete reinforced by broken stones or brick.,"ラップルコンクリート, 粗石コンクリート",割栗石やレンガで補強されたコンクリート。,"ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%B2%97%E7%9F%B3%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=102004115300","ジャパンナレッジ[デジタル大辞泉プラス]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%B2%97%E7%9F%B3%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=5091000960830","ジャパンナレッジ[デジタル大辞泉プラス]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%B2%97%E7%9F%B3%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=5091001298910",2129,5.0,「解説文（英語）」に含まれる「broken stones or brick」という情報が、「解説文（人訳・修正）」にも正確に反映されており、情報の抜けはありません。,4.0,「割栗石やレンガで補強されたコンクリート」という表現は自然ですが、「割栗石」という用語は一般的ではなく、より一般的な「砕石」や「破砕石」を使用した方が良いかもしれません。,4.0,「解説文（英語）」は基本的な情報を提供していますが、具体的な用途や特性についての説明がないため、もう少し詳細があればより理解が深まるでしょう。,4.0,「解説文（英語）」はコンクリートの一形態について説明していますが、具体的な用途や利点（例えば、耐久性やコスト効率など）についての専門知識が不足しています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、正確な情報が提供されています。,5.0,"元ラベルの「rubble concrete」と日本語ラベルの「ラップルコンクリート, 粗石コンクリート」は同じ対象を指しており、ズレはありません。",4.0,「ラップルコンクリート」という用語はあまり一般的ではなく、「粗石コンクリート」がより広く使われるため、一般的な用語に合わせるべきです。
http://vocab.getty.edu/aat/300010754,slag concrete,"<concrete by composition or origin>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Relatively lightweight concrete made with blast-furnace slag as the coarse aggregate.,スラグコンクリート,高炉スラグを粗骨材として使用した比較的軽量なコンクリート。,"Cinii
https://cir.nii.ac.jp/crid/1570009753171637760","Cinii
https://cir.nii.ac.jp/crid/1050574047103235200","ジャパンナレッジ[デジタル化学辞典(第2版)]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%96%AD%E7%86%B1%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=5806011020086",2130,5.0,「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちた情報はありません。,4.0,「高炉スラグを粗骨材として使用した比較的軽量なコンクリート」という表現は自然ですが、「比較的軽量な」という部分がやや冗長に感じられるため、もう少し簡潔に表現できる余地があります。,5.0,「解説文（英語）」は、スラグコンクリートの特性を明確に説明しており、対象を理解するために十分な情報を提供しています。,5.0,スラグコンクリートに関する専門知識（高炉スラグ、粗骨材、軽量コンクリート）を適切に用いており、専門的な観点からも正確な説明がなされています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。,5.0,元ラベル「slag concrete」と日本語ラベル「スラグコンクリート」は同じ対象を指しており、ズレや曖昧さはありません。,5.0,「スラグコンクリート」という用語は、建設業界で一般的に使用されている訳語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300010756,insulating concrete,"<concrete by function>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Concrete having low thermal conductivity and used as thermal insulation.,断熱コンクリート,熱伝導率が低く、断熱材として使用されるコンクリート。,"ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%96%AD%E7%86%B1%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40300SPED517100","Cinii
https://cir.nii.ac.jp/crid/1572824502938623104","Cinii
https://cir.nii.ac.jp/crid/1570854177499563520",2131,5.0,「解説文（英語）」に含まれる「low thermal conductivity」と「used as thermal insulation」という情報が、「解説文（人訳・修正）」においても正確に反映されており、情報の抜けはありません。,4.0,「熱伝導率が低く、断熱材として使用されるコンクリート」という表現は自然ですが、もう少し流暢にするために「熱伝導率が低いコンクリートで、断熱材として使用される」とすると、より自然な日本語になります。,4.0,「解説文（英語）」は基本的な情報を提供していますが、具体的な用途や特性についての詳細が不足しているため、専門的な理解を深めるにはもう少し情報が必要です。,4.0,専門用語として「thermal conductivity」や「thermal insulation」が適切に使用されていますが、具体的な材料の特性や用途に関する情報が不足しているため、専門知識の深さがやや欠けています。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、専門知識に基づいて正確な情報が提供されています。,5.0,元ラベル「insulating concrete」と日本語ラベル「断熱コンクリート」は同じ対象を指しており、ズレや曖昧性はありません。,5.0,「断熱コンクリート」は建築や土木分野で一般的に使用される用語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300010777,expansive concrete,"<concrete by property>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Concrete made with expansive cement in order to reduce or control changes in volume during the curing stage.,膨張コンクリート,膨張性セメントを使用したコンクリートで、硬化段階での体積変化を抑制または軽減するために使用される。,"Cinii
https://cir.nii.ac.jp/crid/1520579167164170752","Cinii
https://cir.nii.ac.jp/crid/1520575373779933184","Cinii
https://cir.nii.ac.jp/crid/1390291767682075392",2132,5.0,「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、体積変化を抑制または軽減する目的が明確に記載されているため、情報の抜けはありません。,4.0,「膨張性セメントを使用したコンクリートで、硬化段階での体積変化を抑制または軽減するために使用される」という表現は自然ですが、「使用される」という表現がやや冗長に感じられるため、もう少し簡潔にする余地があります。,5.0,「解説文（英語）」は、膨張コンクリートの特性とその目的を明確に説明しており、読者が対象を理解するために十分な情報を提供しています。,5.0,膨張コンクリートに関連する専門知識（膨張性セメント、硬化段階、体積変化の制御など）が適切に用いられており、専門的な内容がしっかりと説明されています。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、膨張コンクリートの特性について正確に説明されています。,5.0,元ラベル「expansive concrete」と日本語ラベル「膨張コンクリート」は同じ対象を指しており、ズレや曖昧性はありません。,5.0,「膨張コンクリート」という用語は、建設や土木の分野で一般的に使用されている正しい訳語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300010780,heat-resistant concrete,"<concrete by property>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Any concrete that does not disintegrate upon exposure to constant or cyclic heating at a temperature below the level needed to form a ceramic bond.,耐熱コンクリート,セラミック結合を形成するのに必要なレベル以下の温度で、一定または周期的な加熱にさらされても崩壊しないコンクリート。,"ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E8%80%90%E7%86%B1%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=42200SRFJ73647000","Cinii
https://cir.nii.ac.jp/crid/1573950401754599040
","Cinii
https://cir.nii.ac.jp/crid/1572824499311206144",2133,5.0,「解説文（人訳・修正）」は「解説文（英語）」の内容を完全に反映しており、情報の抜けがありません。特に、セラミック結合を形成するための温度の条件や、崩壊しないことに関する説明が正確に訳されています。,4.0,「解説文（人訳・修正）」は自然な日本語で書かれていますが、「崩壊しないコンクリート」という表現がやや硬い印象を与えるため、もう少し柔らかい表現にするとより自然になるかもしれません。,5.0,「解説文（英語）」は、耐熱コンクリートの定義を明確に示しており、対象を理解するために十分な情報が提供されています。特に、加熱条件とその影響について具体的に述べられています。,5.0,「解説文（英語）」は、コンクリートの物理的特性やセラミック結合に関する専門知識を適切に用いて説明されており、建築材料や材料工学に関連する知識が反映されています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、元の英語の解説文に基づいた正確な情報が提供されています。,5.0,元ラベル「heat-resistant concrete」と日本語ラベル「耐熱コンクリート」は同じ対象を指しており、ズレや曖昧さはありません。,5.0,「耐熱コンクリート」は建築や材料工学の分野で一般的に使用される用語であり、独自の造語ではありません。業界標準に沿った訳語です。
http://vocab.getty.edu/aat/300387519,high performance concrete,"<concrete by property>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Concrete that conforms to a set of standards for high workability, high strength, and high durability established by the Strategic Highway Research Program (SHRP), an infrastructure research initiative authorized by the U.S. Congress.",高強度コンクリート,米国議会が承認したインフラ研究イニシアチブである戦略的ハイウェイ研究プログラム（SHRP）が策定した、高加工性、高強度、高耐久性に関する一連の基準に適合したコンクリート。,"ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%AB%98%E5%BC%B7%E5%BA%A6%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40300SPED129750","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%AB%98%E5%BC%B7%E5%BA%A6%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40300SPED194970","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E9%AB%98%E5%BC%B7%E5%BA%A6%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40300SPED233680",2134,5.0,「解説文（人訳・修正）」には、元の「解説文（英語）」に含まれるすべての情報が正確に反映されており、抜け落ちている情報はありません。特に、SHRPの目的や基準の内容がしっかりと訳されています。,4.0,「解説文（人訳・修正）」は自然な日本語で書かれていますが、「高加工性」という表現がやや専門的で一般的ではないため、もう少し平易な表現にすることで、より多くの読者に理解されやすくなる可能性があります。,5.0,「解説文（英語）」は高性能コンクリートの定義を明確に示しており、必要な情報が十分に提供されています。特に、SHRPの基準に基づくことが強調されている点が良いです。,5.0,「解説文（英語）」では、高性能コンクリートに関する専門的な知識が適切に用いられています。特に、SHRPという具体的なプログラム名やその目的が明示されているため、専門的な背景が理解しやすいです。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、元の英語の内容を正確に反映しています。特に、SHRPに関する情報が正確に訳されています。,5.0,元ラベル「high performance concrete」と日本語ラベル「高強度コンクリート」は、同じ対象を指しており、ズレはありません。高性能コンクリートは高強度コンクリートの一部として理解されるため、適切です。,4.0,「高強度コンクリート」という訳語は一般的に使われていますが、業界によっては「高性能コンクリート」という用語がより広く使用されることもあります。このため、より正確な訳語として「高性能コンクリート」を使用することが望ましいです。
http://vocab.getty.edu/aat/300010783,no-fines concrete,"<concrete by property>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",A lightweight concrete mixture containing little or no fine aggregate.,砂なしコンクリート,細骨材をほとんど、あるいはまったく含まない軽量コンクリート混合物。,"ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%A0%82%E3%81%AA%E3%81%97%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40010RH118942000","ジャパンナレッジ[理化学英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=no-fines+concrete&lid=40100n006180","Cinii
https://cir.nii.ac.jp/crid/1571698602245587968",2135,5.0,「解説文（英語）」に含まれる「little or no fine aggregate」という情報が、「解説文（人訳・修正）」において「ほとんど、あるいはまったく含まない」と正確に訳されており、情報の抜けはありません。,4.0,「細骨材をほとんど、あるいはまったく含まない軽量コンクリート混合物」という表現は自然ですが、「軽量コンクリート混合物」という部分がやや堅い印象を与えるため、もう少し口語的な表現にするとさらに良くなるかもしれません。,5.0,「解説文（英語）」は、no-fines concreteの特性を簡潔に説明しており、対象を理解するために十分な情報を提供しています。,5.0,「解説文（英語）」では、軽量コンクリートや細骨材に関する専門的な知識が適切に用いられており、建築や土木工学の分野での理解を助ける内容となっています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいて正確に訳されています。,5.0,元ラベルの「no-fines concrete」と日本語ラベルの「砂なしコンクリート」は同じ対象を指しており、ズレや曖昧さはありません。,4.0,「砂なしコンクリート」という訳語は一般的に理解される表現ですが、業界では「ノーファインコンクリート」というカタカナ表記も使われることが多いため、より広く認知されている用語と一致させるとさらに良いでしょう。
http://vocab.getty.edu/aat/300010784,normal-weight concrete,"<concrete by property>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Concrete having a unit weight of approximately 150 pounds per cubic foot, made with aggregate of normal weight.",普通コンクリート,通常の重量の骨材を使用した、1立方フィート当たり約150ポンドの単位重量を持つコンクリート。,"ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%99%AE%E9%80%9A%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=1001081306024006776","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%99%AE%E9%80%9A%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40300SPED418120","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%99%AE%E9%80%9A%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=1001000093392",2136,5.0,「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちた情報はありません。,4.0,「通常の重量の骨材を使用した」という表現は自然ですが、「通常の重量」という部分がやや不自然に感じるため、もう少しスムーズな表現に改善できる余地があります。,5.0,「解説文（英語）」はコンクリートの特性を明確に説明しており、単位重量と骨材の種類について具体的に触れています。十分な説明がなされています。,5.0,コンクリートの単位重量や骨材の種類に関する専門知識が適切に用いられており、建築や土木工学の分野において一般的に理解されている内容です。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。,5.0,元ラベルの「normal-weight concrete」と日本語ラベルの「普通コンクリート」は同じ対象を指しており、ズレや曖昧性はありません。,5.0,「普通コンクリート」は建築や土木の分野で一般的に使用される用語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300380308,self-consolidating concrete,"<concrete by property>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Concrete mix that can be placed purely by means of its own weight, with little or no vibration.",自己充填コンクリート,自重のみで打設でき、振動がほとんどないコンクリートミックス。,"Cinii
https://cir.nii.ac.jp/crid/1520013861754714240","Cinii
https://cir.nii.ac.jp/crid/1520576811707939968","Cinii
https://cir.nii.ac.jp/crid/1523951030990785024",2137,5.0,「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、情報の抜けはありません。自重で打設できること、振動がほとんどないことが明確に伝わっています。,4.0,「解説文（人訳・修正）」は自然な日本語ですが、「コンクリートミックス」という表現がやや専門的で、一般的な日本語では「コンクリート混合物」とする方がより自然かもしれません。,5.0,「解説文（英語）」は自己充填コンクリートの特性を明確に説明しており、対象を理解するために十分な情報を提供しています。,5.0,自己充填コンクリートに関する専門知識（コンクリートの性質、打設方法、振動の必要性など）が適切に用いられており、専門的な説明として十分です。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。,5.0,元ラベルと日本語ラベルは同じ対象を指しており、ズレや指示対象の曖昧性はありません。両者とも自己充填コンクリートを正確に表しています。,5.0,「自己充填コンクリート」は建設業界で広く使用されている用語であり、一般的に認識されている訳語と一致しています。
http://vocab.getty.edu/aat/300010760,air-entrained concrete,"<concrete by technique>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet",Concrete containing minute air bubbles that improve its workability and frost resistance.,AEコンクリート,作業性と耐凍害性を向上させる微細な気泡を含むコンクリート。,"ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=AE%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=1001000031890","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=AE%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40300SPED017400","ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=AE%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=42200SRFJ09362000",2138,5.0,「解説文（英語）」に含まれる「微細な気泡」「作業性」「耐凍害性」という情報がすべて「解説文（人訳・修正）」に含まれており、抜け落ちた情報はありません。,4.0,「解説文（人訳・修正）」は自然な日本語ですが、「微細な気泡を含むコンクリート」という表現がやや直訳的で、もう少し流暢な表現に改善できる余地があります。例えば、「微細な気泡を含むコンクリートです」とすることで、より自然な文になります。,5.0,「解説文（英語）」は、AEコンクリートの特性である作業性と耐凍害性の向上に関する情報を明確に説明しており、対象を理解するために十分な説明となっています。,5.0,「解説文（英語）」は、コンクリートの特性に関する専門知識（コンクリート工学、材料工学）を適切に用いており、AEコンクリートの重要な特性を説明しています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、AEコンクリートに関する正確な情報が提供されています。,5.0,元ラベル「air-entrained concrete」と日本語ラベル「AEコンクリート」は同じ対象を指しており、ズレや指示対象の曖昧性はありません。,5.0,「AEコンクリート」は、コンクリート工学の分野で一般的に使用される用語であり、独自の造語ではなく、広く認知されています。
http://vocab.getty.edu/aat/300240021,cast-in-place concrete,"<concrete by technique>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","Concrete that is deposited in liquid form in the place where it is required to harden as part of a structure; for concrete that is cast and cured in other than its final location, use ""precast concrete.""",現場打ちコンクリート,構造物の一部として硬化する必要のある場所に液状で堆積されるコンクリート。最終的な場所以外で打設・硬化されるコンクリートについては、「プレキャストコンクリート」を使用する。,"ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%8F%BE%E5%A0%B4%E6%89%93%E3%81%A1%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=42200SRFJ70769000","ジャパンナレッジ[世界大百科事典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%8F%BE%E5%A0%B4%E6%89%93%E3%81%A1%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=102000515400","ジャパンナレッジ[日本大百科全書（ニッポニカ）]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E7%8F%BE%E5%A0%B4%E6%89%93%E3%81%A1%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=1001000071227",2139,5.0,「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちている情報はありません。,4.0,「解説文（人訳・修正）」は自然な日本語で書かれていますが、「液状で堆積されるコンクリート」という表現がやや不自然に感じられるため、改善の余地があります。「液状で打設されるコンクリート」とする方が一般的です。,5.0,「解説文（英語）」は、現場打ちコンクリートの定義を明確に示しており、必要な情報が十分に提供されています。,5.0,「解説文（英語）」は、建築や土木工学に関連する専門知識を適切に用いており、現場打ちコンクリートとプレキャストコンクリートの違いを明確に説明しています。,5.0,「解説文（人訳・修正）」には事実に反する内容は含まれておらず、正確な情報が提供されています。,5.0,元ラベルと日本語ラベルは同じ対象を指しており、ズレや曖昧性はありません。,5.0,「現場打ちコンクリート」は建築業界で一般的に使用される用語であり、独自の造語はありません。
http://vocab.getty.edu/aat/300133118,foamed concrete,"<concrete by technique>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","A very light, cellular concrete made by adding a prepared foam or by generating gas within the unhardened mixture.",気泡コンクリート,調製した発泡体を加えるか、未硬化混合物の中でガスを発生させることによって作られる、非常に軽いセル状のコンクリート。,"ジャパンナレッジ[デジタル化学辞典(第2版)]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%B0%97%E6%B3%A1%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=5806014020077","ジャパンナレッジ[プログレッシブ和英中辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%B0%97%E6%B3%A1%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40030PJE1033900#CP00010","ジャパンナレッジ[SPED理工系英和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E6%B0%97%E6%B3%A1%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88&lid=40300SPED098590",2140,5.0,「解説文（英語）」に含まれる情報がすべて「解説文（人訳・修正）」に反映されており、抜け落ちた情報はありません。,4.0,「解説文（人訳・修正）」は自然な日本語で書かれていますが、「非常に軽いセル状のコンクリート」という表現がやや硬い印象を与えるため、もう少し柔らかい表現にするとさらに良くなるでしょう。,5.0,「解説文（英語）」は、気泡コンクリートの製造方法と特性を明確に説明しており、対象を理解するために十分な情報が提供されています。,5.0,「解説文（英語）」は、建築材料やコンクリート技術に関する専門知識を適切に用いており、発泡体やガス生成のプロセスについて具体的に説明しています。,5.0,「解説文（人訳・修正）」には事実ではない内容は含まれておらず、専門知識に基づいた正確な情報が提供されています。,5.0,元ラベル「foamed concrete」と日本語ラベル「気泡コンクリート」は同じ対象を指しており、ズレや曖昧性はありません。,5.0,「気泡コンクリート」は建築や土木の分野で一般的に使用される用語であり、独自の造語ではありません。
http://vocab.getty.edu/aat/300010767,gunite,"<concrete by technique>, concrete, inorganic material, <materials by composition>, materials (substances), Materials (hierarchy name), Materials Facet","A construction material composed of cement, sand, or crushed slag and water forced through a pneumatic gun.",グナイト,セメント、砂、または粉砕スラグと水から成る建設資材を空気圧ガンで押し固めたもの。,"ジャパンナレッジ[小学館 ランダムハウス英和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%B0%E3%83%8A%E3%82%A4%E3%83%88&lid=40010RH076327000","ジャパンナレッジ[小学館 ロベール仏和大辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%B0%E3%83%8A%E3%82%A4%E3%83%88&lid=42200SRFJ40924000","ジャパンナレッジ[ポケットプログレッシブ仏和辞典]
https://japanknowledge.com/psnl/display/?ph=1&kw=%E3%82%B0%E3%83%8A%E3%82%A4%E3%83%88&lid=42250PPFJ22174800",2141,5.0,解説文（英語）の内容が完全に日本語訳に含まれており、情報の抜けはありません。セメント、砂、粉砕スラグ、水、空気圧ガンという要素がすべて正確に訳されています。,4.0,日本語文としては自然ですが、「押し固めたもの」という表現がやや不自然に感じるかもしれません。一般的には「吹き付けられたもの」と表現する方が適切かもしれません。,5.0,解説文（英語）は、guniteの構成要素とその用途を明確に説明しており、対象を理解するために十分な情報を提供しています。,5.0,解説文（英語）は、建設材料に関する専門知識（セメント、砂、スラグ、空気圧ガンなど）を適切に用いており、guniteの特性を正確に説明しています。,5.0,解説文（人訳・修正）には事実に反する内容は含まれておらず、guniteの定義に基づいて正確に説明されています。,5.0,元ラベル「gunite」と日本語ラベル「グナイト」は同じ対象を指しており、ズレや曖昧性はありません。,5.0,「グナイト」という用語は、建設業界で一般的に使用されている訳語であり、独自の造語ではありません。
